,wikidata,country,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
526,Q107140635,cz,CZPK510253,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZPK510253,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZPK510253'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107140635'>link WD</a>
527,Q107140663,cz,CZKO510501,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZKO510501,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZKO510501'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107140663'>link WD</a>
528,Q107140682,cz,CZKO510502,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZKO510502,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.CZKO510502'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107140682'>link WD</a>
529,Q107144487,es,ES532M0402390,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0402390,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0402390'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107144487'>link WD</a>
530,Q107144740,es,ES532M0401183,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0401183,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0401183'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107144740'>link WD</a>
531,Q107144755,es,ES532M0401185,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0401185,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0401185'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107144755'>link WD</a>
532,Q107144769,es,ES532M0421194,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0421194,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0421194'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107144769'>link WD</a>
533,Q107144780,es,ES532M0551239,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0551239,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0551239'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107144780'>link WD</a>
534,Q107125403,ee,EE00201007VAINJARV,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00201007VAINJARV,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00201007VAINJARV'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107125403'>link WD</a>
535,Q107145802,ee,EE00201011MATSIMAE,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00201011MATSIMAE,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00201011MATSIMAE'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107145802'>link WD</a>
536,Q107145813,ee,EE00202011KAREPA,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00202011KAREPA,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00202011KAREPA'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107145813'>link WD</a>
537,Q107145828,ee,EE00202011VOSUR,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00202011VOSUR,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00202011VOSUR'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107145828'>link WD</a>
538,Q107145846,ee,EE00101005LAULAS,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00101005LAULAS,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.EE00101005LAULAS'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107145846'>link WD</a>
539,Q107146356,al,AL539,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL539,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL539'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107146356'>link WD</a>
540,Q107147716,pl,PL1226101114000033,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL1226101114000033,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL1226101114000033'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107147716'>link WD</a>
541,Q107147745,pl,PL1260803214000008,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL1260803214000008,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL1260803214000008'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107147745'>link WD</a>
542,Q107147793,pl,PL6121506204000009,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL6121506204000009,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.PL6121506204000009'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107147793'>link WD</a>
543,Q107148668,es,ES707M0332332,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES707M0332332,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES707M0332332'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148668'>link WD</a>
544,Q4968669,es,ES612M0041353,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES612M0041353,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES612M0041353'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q4968669'>link WD</a>
545,Q107148717,es,ES704M0032330,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES704M0032330,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES704M0032330'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148717'>link WD</a>
546,Q107148736,es,ES704M0032330,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES704M0032330,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES704M0032330'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148736'>link WD</a>
547,Q107148743,es,ES241C1092435,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES241C1092435,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES241C1092435'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148743'>link WD</a>
548,Q107148783,es,ES242C2402251,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES242C2402251,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES242C2402251'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148783'>link WD</a>
549,Q107148814,es,ES709M0222087,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0222087,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0222087'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148814'>link WD</a>
550,Q107148864,es,ES709M0232417,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0232417,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0232417'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148864'>link WD</a>
551,Q107148937,es,ES709M0322335,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0322335,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES709M0322335'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107148937'>link WD</a>
552,Q107150521,al,AL722,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL722,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL722'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107150521'>link WD</a>
553,Q107150562,al,AL108,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL108,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL108'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107150562'>link WD</a>
554,Q107150548,al,AL527,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL527,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL527'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107150548'>link WD</a>
555,Q107150580,al,AL712,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL712,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL712'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107150580'>link WD</a>
562,Q107154854,de,DEBB_PR_0003,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBB_PR_0003,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBB_PR_0003'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107154854'>link WD</a>
563,Q107163567,de,DEBE_PR_0019,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0019,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0019'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107163567'>link WD</a>
564,Q107163762,de,DEBW_PR_0244,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0244,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0244'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107163762'>link WD</a>
565,Q107163871,de,DEBW_PR_0256,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0256,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0256'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107163871'>link WD</a>
566,Q107163983,de,DEBW_PR_0261,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0261,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBW_PR_0261'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107163983'>link WD</a>
568,Q107166763,be,BEVL_VMM_210,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BEVL_VMM_210,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BEVL_VMM_210'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107166763'>link WD</a>
569,Q107166815,be,BEVL_VMM_50,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BEVL_VMM_50,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BEVL_VMM_50'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107166815'>link WD</a>
570,Q3302169,al,AL501,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL501,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL501'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q3302169'>link WD</a>
571,Q46702,al,AL531,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL531,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL531'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q46702'>link WD</a>
572,Q1790776,al,AL807,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL807,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.AL807'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1790776'>link WD</a>
573,Q1026133,es,ES532M0621257,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0621257,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0621257'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1026133'>link WD</a>
574,Q4885971,es,ES531M0541238,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0541238,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0541238'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q4885971'>link WD</a>
575,Q106707801,se,SE0220484000000698,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220484000000698,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220484000000698'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707801'>link WD</a>
576,Q106707802,se,SE0910643000000717,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000000717,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000000717'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707802'>link WD</a>
577,Q106707793,se,SE0441290000000682,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000682,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000682'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707793'>link WD</a>
579,Q106707804,se,SE0230584000000722,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000722,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000722'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707804'>link WD</a>
580,Q106707806,se,SE0230584000000723,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000723,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000723'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707806'>link WD</a>
581,Q106707807,se,SE0230584000000724,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000724,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230584000000724'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707807'>link WD</a>
584,Q106707803,se,SE0910643000000719,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000000719,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000000719'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707803'>link WD</a>
590,Q106707832,se,SE0930885000000738,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000738,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000738'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707832'>link WD</a>
591,Q106707833,se,SE0930885000000739,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000739,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000739'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707833'>link WD</a>
592,Q32265969,se,SE0930885000000740,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000740,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000740'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q32265969'>link WD</a>
599,Q106707835,se,SE0930885000000742,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000742,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000742'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707835'>link WD</a>
600,Q106707844,se,SE0A21472000000753,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000753,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000753'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707844'>link WD</a>
603,Q106707848,se,SE0210305000000758,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000758,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000758'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707848'>link WD</a>
604,Q106707850,se,SE0210305000000759,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000759,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000759'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707850'>link WD</a>
606,Q106707840,se,SE0220482000000749,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000749,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000749'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707840'>link WD</a>
607,Q106707841,se,SE0220482000000750,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000750,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000750'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707841'>link WD</a>
658,Q106707941,se,SE0910685000000829,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910685000000829,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910685000000829'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707941'>link WD</a>
678,Q106708900,se,SE0110188000002161,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002161,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002161'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708900'>link WD</a>
680,Q106708906,se,SE0110188000002166,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002166,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002166'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708906'>link WD</a>
682,Q106708909,se,SE0110188000002171,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002171,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002171'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708909'>link WD</a>
685,Q106708910,se,SE0110188000002172,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002172,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002172'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708910'>link WD</a>
691,Q106708934,se,SE0110188000002184,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002184,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002184'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708934'>link WD</a>
710,Q106708954,se,SE0611763000002279,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002279,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002279'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708954'>link WD</a>
717,Q106708955,se,SE0611763000002282,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002282,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002282'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708955'>link WD</a>
721,Q106708956,se,SE0611763000002284,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002284,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002284'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708956'>link WD</a>
730,Q106708978,se,SE0611761000002325,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002325,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002325'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708978'>link WD</a>
733,Q106708980,se,SE0611761000002327,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002327,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002327'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708980'>link WD</a>
735,Q106708987,se,SE0611761000002328,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002328,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002328'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708987'>link WD</a>
764,Q106709018,se,SE0611780000002378,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002378,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002378'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709018'>link WD</a>
765,Q106709019,se,SE0611780000002379,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002379,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002379'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709019'>link WD</a>
766,Q106709016,se,SE0611780000002376,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002376,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002376'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709016'>link WD</a>
767,Q106709020,se,SE0611780000002380,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002380,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002380'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709020'>link WD</a>
768,Q106709021,se,SE0611780000002381,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002381,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002381'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709021'>link WD</a>
769,Q106709022,se,SE0611780000002382,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002382,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002382'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709022'>link WD</a>
